Regulator,Target,RegulatorEnsembleID,TargetEnsembleID,diseaseCategory,DiseaseName2,RegulationDiretion,ExpressionPattern,RegulatorType,TargetType,Target_cleaned,Regulator_cleaned,Regulator_cleaned2,Target_cleaned2
SNHG12,miR-181a,ENSG00000197989,ENSG00000207759,Cancer,Lung cancer,positively-F,upregulation,lncRNA,miRNA,miR-181a,SNHG12,SNHG12,miR-181a
HULC,SPHK1,ENSG00000251164,ENSG00000176170,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,SPHK1,HULC,HULC,SPHK1
SCIRT,miR-146a,ENSG00000237686,ENSG00000253522,Cardiovascular system disease,Atherosclerosis,negatively-F,downregulation,lncRNA,miRNA,miR-146a,SCIRT,SCIRT,miR-146a
TUG1,VEGFA,ENSG00000253352,ENSG00000112715,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,VEGFA,TUG1,TUG1,VEGFA
HOTTIP,MIR196B,ENSG00000243766,ENSG00000207584,Cancer,Leukemia,positively-F,downregulation,lncRNA,miRNA,MIR196B,HOTTIP,HOTTIP,MIR196B
SNHG1,SP1,ENSG00000255717,ENSG00000185591,Respiratory system disease,Lung disease,positively-E,upregulation,lncRNA,TF,SP1,SNHG1,SNHG1,SP1
XIST,NLK,ENSG00000229807,ENSG00000087095,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,NLK,XIST,XIST,NLK
CYTOR,SIRT2,ENSG00000222041,ENSG00000068903,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,SIRT2,CYTOR,CYTOR,SIRT2
HOTAIR,SP1,ENSG00000228630,ENSG00000185591,Cancer,Skin carcinoma,positively-E,upregulation,lncRNA,TF,SP1,HOTAIR,HOTAIR,SP1
HOTAIR,miR-199a-5p,ENSG00000228630,,Cancer,Skin carcinoma,negatively-E,upregulation,lncRNA,miRNA,miR-199a-5p,HOTAIR,HOTAIR,miR-199a-5p
ZFAS1,CCL5,ENSG00000177410,ENSG00000161570,Cancer,Oral cavity cancer,positively-E,upregulation,lncRNA,PCG,CCL5,ZFAS1,ZFAS1,CCL5
MALAT1,VEGFA,ENSG00000251562,ENSG00000112715,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,VEGFA,MALAT1,MALAT1,VEGFA
ICMT-DT,YTHDF1,ENSG00000225077,ENSG00000149658,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,YTHDF1,ICMT-DT,ICMT-DT,YTHDF1
THRIL,MMP1,ENSG00000280634,ENSG00000196611,Musculoskeletal system disease,Bone disease,negatively-E,downregulation,lncRNA,PCG,MMP1,THRIL,THRIL,MMP1
THRIL,MMP3,ENSG00000280634,ENSG00000263313,Musculoskeletal system disease,Bone disease,negatively-E,downregulation,lncRNA,PCG,MMP3,THRIL,THRIL,MMP3
THRIL,MMP13,ENSG00000280634,ENSG00000137745,Musculoskeletal system disease,Bone disease,negatively-E,downregulation,lncRNA,PCG,MMP13,THRIL,THRIL,MMP13
THRIL,CDK1,ENSG00000280634,ENSG00000170312,Musculoskeletal system disease,Bone disease,negatively-E,downregulation,lncRNA,PCG,CDK1,THRIL,THRIL,CDK1
THRIL,GTSE1,ENSG00000280634,ENSG00000075218,Musculoskeletal system disease,Bone disease,negatively-E,downregulation,lncRNA,PCG,GTSE1,THRIL,THRIL,GTSE1
LINC00460,miR-206,ENSG00000233532,ENSG00000207604,Cancer,Head and neck cancer,negatively-F,upregulation,lncRNA,miRNA,miR-206,LINC00460,LINC00460,miR-206
PRDX1,LINC00460,ENSG00000117450,ENSG00000233532,Cancer,Head and neck cancer,positively-E,upregulation,PCG,lncRNA,LINC00460,PRDX1,PRDX1,LINC00460
LINC00460,miR-1224-5p,ENSG00000233532,ENSG00000221120,Cancer,Esophageal cancer,negatively-F,upregulation,lncRNA,miRNA,miR-1224-5p,LINC00460,LINC00460,miR-1224-5p
LINC00460,MIR539,ENSG00000233532,ENSG00000202560,Cancer,Lung cancer,negatively-F,upregulation,lncRNA,miRNA,MIR539,LINC00460,LINC00460,MIR539
LINC00460,EGFR,ENSG00000233532,ENSG00000146648,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,EGFR,LINC00460,LINC00460,EGFR
LINC00460,FOXA1,ENSG00000233532,ENSG00000129514,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,TF,FOXA1,LINC00460,LINC00460,FOXA1
LINC00460,RAF1,ENSG00000233532,ENSG00000132155,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,PCG,RAF1,LINC00460,LINC00460,RAF1
SNHG14,KLF7,ENSG00000224078,ENSG00000118263,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,KLF7,SNHG14,SNHG14,KLF7
TDRG1,TNFRSF21,ENSG00000204091,ENSG00000146072,Cardiovascular system disease,Fibrosis,positively-E,upregulation,lncRNA,PCG,TNFRSF21,TDRG1,TDRG1,TNFRSF21
NNT-AS1,SMAD4,ENSG00000248092,ENSG00000141646,Urinary system disease,Kidney disease,positively-E,upregulation,lncRNA,TF,SMAD4,NNT-AS1,NNT-AS1,SMAD4
Hmrhl,PDGFRB,,ENSG00000113721,Cancer,Leukemia,negatively-E,upregulation,lncRNA,PCG,PDGFRB,Hmrhl,Hmrhl,PDGFRB
Hmrhl,TP53,,ENSG00000141510,Cancer,Leukemia,negatively-E,upregulation,lncRNA,TF,TP53,Hmrhl,Hmrhl,TP53
Hmrhl,ZIC1,,ENSG00000152977,Cancer,Leukemia,negatively-E,upregulation,lncRNA,TF,ZIC1,Hmrhl,Hmrhl,ZIC1
TAL1,Hmrhl,ENSG00000162367,,Cancer,Leukemia,positively-E,upregulation,TF,lncRNA,Hmrhl,TAL1,TAL1,Hmrhl
TUG1,CDC42,ENSG00000253352,ENSG00000070831,Cancer,Esophageal cancer,positively-E,upregulation,lncRNA,PCG,CDC42,TUG1,TUG1,CDC42
SNHG1,CDC42,ENSG00000255717,ENSG00000070831,Cancer,Esophageal cancer,positively-E,upregulation,lncRNA,PCG,CDC42,SNHG1,SNHG1,CDC42
SNHG15,VEGFA,ENSG00000232956,ENSG00000112715,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,VEGFA,SNHG15,SNHG15,VEGFA
SNHG15,CDC42,ENSG00000232956,ENSG00000070831,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,CDC42,SNHG15,SNHG15,CDC42
LINC00958,NET1,ENSG00000251381,ENSG00000173848,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,NET1,LINC00958,LINC00958,NET1
MALAT1,ROCK1,ENSG00000251562,ENSG00000067900,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,ROCK1,MALAT1,MALAT1,ROCK1
MALAT1,ROCK2,ENSG00000251562,ENSG00000134318,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,ROCK2,MALAT1,MALAT1,ROCK2
TUG1,RND3,ENSG00000253352,ENSG00000115963,Cancer,Cancer,negatively-E,upregulation,lncRNA,PCG,RND3,TUG1,TUG1,RND3
PVT1,MAPK,ENSG00000249859,ENSG00000100030,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,PCG,MAPK1,PVT1,PVT1,MAPK
PVT1,NFKB1,ENSG00000249859,ENSG00000109320,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,TF,NFKB1,PVT1,PVT1,NFKB1
NEAT1,CSF2,ENSG00000245532,ENSG00000164400,Respiratory system disease,Nose disease,positively-E,upregulation,lncRNA,PCG,CSF2,NEAT1,NEAT1,CSF2
NEAT1,CCL11,ENSG00000245532,ENSG00000172156,Respiratory system disease,Nose disease,positively-E,upregulation,lncRNA,PCG,CCL11,NEAT1,NEAT1,CCL11
NEAT1,MUC5AC,ENSG00000245532,ENSG00000215182,Respiratory system disease,Nose disease,positively-E,upregulation,lncRNA,PCG,MUC5AC,NEAT1,NEAT1,MUC5AC
NEAT1,NR4A2,ENSG00000245532,ENSG00000153234,Respiratory system disease,Nose disease,positively-E,upregulation,lncRNA,TF,NR4A2,NEAT1,NEAT1,NR4A2
MIAT,EZH2,ENSG00000225783,ENSG00000106462,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,PCG,EZH2,MIAT,MIAT,EZH2
MIR4435-2HG,WWTR1,ENSG00000172965,ENSG00000018408,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,WWTR1,MIR4435-2HG,MIR4435-2HG,WWTR1
FOXCUT,BAX,ENSG00000280916,ENSG00000087088,Cancer,Nasopharynx carcinoma,negatively-E,upregulation,lncRNA,PCG,BAX,FOXCUT,FOXCUT,BAX
FOXCUT,BCL2,ENSG00000280916,ENSG00000171791,Cancer,Nasopharynx carcinoma,negatively-E,upregulation,lncRNA,PCG,BCL2,FOXCUT,FOXCUT,BCL2
FOXCUT,MYC,ENSG00000280916,ENSG00000136997,Cancer,Nasopharynx carcinoma,positively-E,upregulation,lncRNA,TF,MYC,FOXCUT,FOXCUT,MYC
SNHG7,ATG5,ENSG00000233016,ENSG00000057663,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,ATG5,SNHG7,SNHG7,ATG5
SNHG7,ATG12,ENSG00000233016,ENSG00000145782,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,ATG12,SNHG7,SNHG7,ATG12
PFAR,RB1CC1,,ENSG00000023287,Endocrine system disease,Pancreatitis,positively-E,upregulation,lncRNA,PCG,RB1CC1,PFAR,PFAR,RB1CC1
LINC00205,CDK6,ENSG00000223768,ENSG00000105810,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,CDK6,LINC00205,LINC00205,CDK6
YY1,LINC00205,ENSG00000100811,ENSG00000223768,Cancer,Liver cancer,positively-E,upregulation,TF,lncRNA,LINC00205,YY1,YY1,LINC00205
HOMER3-AS1,HOMER3,ENSG00000269019,ENSG00000051128,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,HOMER3,HOMER3-AS1,HOMER3-AS1,HOMER3
Moshe,ISL1,,ENSG00000016082,Syndrome,Syndrome,negatively-E,upregulation,lncRNA,TF,ISL1,Moshe,Moshe,ISL1
Moshe,HAND2,,ENSG00000164107,Syndrome,Syndrome,negatively-E,upregulation,lncRNA,TF,HAND2,Moshe,Moshe,HAND2
Moshe,TBX2,,ENSG00000121068,Syndrome,Syndrome,negatively-E,upregulation,lncRNA,TF,TBX2,Moshe,Moshe,TBX2
Moshe,NKX2-5,,ENSG00000183072,Syndrome,Syndrome,positively-E,upregulation,lncRNA,TF,NKX2-5,Moshe,Moshe,NKX2-5
NR2F2-AS1,miR-494,ENSG00000247809,ENSG00000194717,Cancer,Oral cavity cancer,negatively-E,downregulation,lncRNA,miRNA,miR-494,NR2F2-AS1,NR2F2-AS1,miR-494
Uc003xsl.1,NKRF,ENSG00000249738,ENSG00000186416,Cancer,Breast cancer,,upregulation,lncRNA,PCG,NKRF,Uc003xsl.1,Uc003xsl.1,NKRF
Uc003xsl.1,NFkB,ENSG00000249738,ENSG00000109320,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,NFKB1,Uc003xsl.1,Uc003xsl.1,NFkB
Uc003xsl.1,CXCL8,ENSG00000249738,ENSG00000169429,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,CXCL8,Uc003xsl.1,Uc003xsl.1,CXCL8
LINC00475,ZCCHC12,ENSG00000225511,ENSG00000174460,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,PCG,ZCCHC12,LINC00475,LINC00475,ZCCHC12
ASMTL-AS1,LAMC1,ENSG00000236017,ENSG00000135862,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,LAMC1,ASMTL-AS1,ASMTL-AS1,LAMC1
KCNQ1OT1,SOX6,ENSG00000269821,ENSG00000110693,Urinary system disease,Kidney disease,positively-E,upregulation,lncRNA,TF,SOX6,KCNQ1OT1,KCNQ1OT1,SOX6
PVT1,NCKAP1L,ENSG00000249859,ENSG00000123338,Cancer,Aortic aneurysm,positively-E,upregulation,lncRNA,PCG,NCKAP1L,PVT1,PVT1,NCKAP1L
MIR210HG,OCT1,ENSG00000247095,ENSG00000143190,Cancer,Brain glioma,,upregulation,lncRNA,TF,OCT1,MIR210HG,MIR210HG,POU2F1
PCAT29,PTEN,ENST00000560655,ENSG00000171862,Cancer,Lung cancer,positively-E,downregulation,lncRNA,PCG,PTEN,PCAT29,PCAT29,PTEN
FTX,HAVCR2,ENSG00000230590,ENSG00000135077,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,HAVCR2,FTX,FTX,HAVCR2
SFMBT2,LncRNA-Y5,ENSG00000198879,,Cancer,Liver cancer,negatively-E,upregulation,PCG,lncRNA,LncRNA-Y5,SFMBT2,SFMBT2,LncRNA-Y5
RTL1,TP53,ENSG00000254656,ENSG00000141510,Cancer,Liver cancer,,upregulation,lncRNA,TF,TP53,RTL1,RTL1,TP53
LINC01152,IL23A,ENSG00000256124,ENSG00000110944,Cancer,Liver cancer,,upregulation,lncRNA,PCG,IL23A,LINC01152,LINC01152,IL23A
WFDC21P,STAT3,ENSG00000261040,ENSG00000168610,Cancer,Liver cancer,,upregulation,lncRNA,TF,STAT3,WFDC21P,WFDC21P,STAT3
H19,miR-22,ENSG00000130600,ENSG00000186594,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,miR-22,H19,H19,miR-22
SNHG20,SNHG20,ENSG00000234912,ENSG00000234912,Cancer,Liver cancer,,upregulation,lncRNA,lncRNA,SNHG20,SNHG20,SNHG20,SNHG20
SAMD12-AS1,NPM1,ENSG00000281641,ENSG00000181163,Cancer,Liver cancer,,upregulation,lncRNA,PCG,NPM1,SAMD12-AS1,SAMD12-AS1,NPM1
SAMD12-AS2,TP53,,ENSG00000141510,Cancer,Liver cancer,,upregulation,lncRNA,TF,TP53,SAMD12-AS2,SAMD12-AS2,TP53
WEE2-AS1,FERMT3,ENSG00000228775,ENSG00000149781,Cancer,Liver cancer,,upregulation,lncRNA,PCG,FERMT3,WEE2-AS1,WEE2-AS1,FERMT3
ATB,miR-200,,,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,miR-200,ATB,ATB,miR-200
GAS5,TGFBR1,ENSG00000234741,ENSG00000106799,Nervous system disease,Cataract,positively-E,upregulation,lncRNA,PCG,TGFBR1,GAS5,GAS5,TGFBR1
MALAT1,E2F1,ENSG00000251562,ENSG00000101412,Cancer,Breast cancer,,,lncRNA,TF,E2F1,MALAT1,MALAT1,E2F1
MALAT1,AGR2,ENSG00000251562,ENSG00000106541,Cancer,Breast cancer,positively-E,,lncRNA,PCG,AGR2,MALAT1,MALAT1,AGR2
LINC00467,TGFB2,ENSG00000153363,ENSG00000092969,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,TGFB2,LINC00467,LINC00467,TGFB2
HOTAIR,miR-200a,ENSG00000228630,ENSG00000207607,Cancer,Gastric cancer,negatively-E,downregulation,lncRNA,miRNA,miR-200a,HOTAIR,HOTAIR,miR-200a
HOTAIR,miR-200b,ENSG00000228630,ENSG00000207730,Cancer,Gastric cancer,negatively-E,downregulation,lncRNA,miRNA,miR-200b,HOTAIR,HOTAIR,miR-200b
HOTAIR,miR-200c,ENSG00000228630,ENSG00000207713,Cancer,Gastric cancer,negatively-E,downregulation,lncRNA,miRNA,miR-200c,HOTAIR,HOTAIR,miR-200c
PVT1,FOXQ1,ENSG00000249859,ENSG00000164379,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,FOXQ1,PVT1,PVT1,FOXQ1
PVT1,UPF1,ENSG00000249859,ENSG00000005007,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,UPF1,PVT1,PVT1,UPF1
SNHG3,MYB,ENSG00000242125,ENSG00000118513,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,TF,MYB,SNHG3,SNHG3,MYB
NORAD,MTDH,ENSG00000260032,ENSG00000147649,Cancer,Esophageal cancer,positively-E,upregulation,lncRNA,PCG,MTDH,NORAD,NORAD,MTDH
NEAT1,PGK1,ENSG00000245532,ENSG00000102144,Cancer,Breast cancer,,upregulation,lncRNA,PCG,PGK1,NEAT1,NEAT1,PGK1
NEAT1,PGAM1,ENSG00000245532,ENSG00000171314,Cancer,Breast cancer,,upregulation,lncRNA,PCG,PGAM1,NEAT1,NEAT1,PGAM1
NEAT1,ENO1,ENSG00000245532,ENSG00000074800,Cancer,Breast cancer,,upregulation,lncRNA,PCG,ENO1,NEAT1,NEAT1,ENO1
CASC15,miR-144-3p,ENSG00000272168,ENSG00000283819,Disease by infectious agent,Bacterial infectious disease,negatively-E,upregulation,lncRNA,miRNA,miR-144-3p,CASC15,CASC15,miR-144-3p
SNHG15,SIRT1,ENSG00000232956,ENSG00000096717,Cardiovascular system disease,Cerebrovascular disease,positively-E,upregulation,lncRNA,PCG,SIRT1,SNHG15,SNHG15,SIRT1
DDX11,SNAI1,ENSG00000013573,ENSG00000124216,Cancer,Esophageal cancer,positively-E,upregulation,lncRNA,TF,SNAI1,DDX11,DDX11,SNAI1
DDX11,ZEB2,ENSG00000013573,ENSG00000169554,Cancer,Esophageal cancer,positively-E,upregulation,lncRNA,TF,ZEB2,DDX11,DDX11,ZEB2
SAMMSON,TP53,ENSG00000240405,ENSG00000141510,Cancer,Breast cancer,,upregulation,lncRNA,TF,TP53,SAMMSON,SAMMSON,TP53
DLGAP1-AS1,WTAP,ENSG00000177337,ENSG00000146457,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,WTAP,DLGAP1-AS1,DLGAP1-AS1,WTAP
HAGLR,FOXM1,ENSG00000224189,ENSG00000111206,Cancer,Prostate cancer,positively-E,upregulation,lncRNA,TF,FOXM1,HAGLR,HAGLR,FOXM1
Gm44593,WNK1,,ENSG00000060237,Nervous system disease,Inner ear disease,positively-E,upregulation,lncRNA,PCG,WNK1,Gm44593,Gm44593,WNK1
TINCR,TNF,ENSG00000223573,ENSG00000228978,Syndrome,Polycystic ovary syndrome,positively-E,upregulation,lncRNA,PCG,TNF,TINCR,TINCR,TNF
GABARAPL2,TNF,ENSG00000034713,ENSG00000228978,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,TNF,GABARAPL2,GABARAPL2,TNF
GABARAPL2,IL-1¦Â,ENSG00000034713,ENSG00000125538,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,IL1B,GABARAPL2,GABARAPL2,IL-1¦Â
GABARAPL2,IL6,ENSG00000034713,ENSG00000136244,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,IL6,GABARAPL2,GABARAPL2,IL6
CHRNB2,TNF,ENSG00000160716,ENSG00000228978,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,TNF,CHRNB2,CHRNB2,TNF
CHRNB2,IL-1¦Â,ENSG00000160716,ENSG00000125538,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,IL1B,CHRNB2,CHRNB2,IL-1¦Â
CHRNB2,IL6,ENSG00000160716,ENSG00000136244,Nervous system disease,Eye disease,positively-E,upregulation,lncRNA,PCG,IL6,CHRNB2,CHRNB2,IL6
LINC00958,PHF6,ENSG00000251381,ENSG00000156531,Cancer,Endometrial cancer,positively-E,upregulation,lncRNA,PCG,PHF6,LINC00958,LINC00958,PHF6
GAS5,APOBEC3C,ENSG00000234741,ENSG00000244509,Cancer,Breast cancer,positively-E,downregulation,lncRNA,PCG,APOBEC3C,GAS5,GAS5,APOBEC3C
HOTAIR,miR-23b-3p,ENSG00000228630,ENSG00000207563,Cancer,Myeloma,negatively-E,upregulation,lncRNA,miRNA,miR-23b-3p,HOTAIR,HOTAIR,miR-23b-3p
TOB1-AS1,miR-27b-3p,ENSG00000229980,ENSG00000207864,Cancer,Myeloma,negatively-E,upregulation,lncRNA,miRNA,miR-27b-3p,TOB1-AS1,TOB1-AS1,miR-27b-3p
MALAT1,miR-125b-5p,ENSG00000251562,,Cancer,Myeloma,negatively-E,upregulation,lncRNA,miRNA,miR-125b-5p,MALAT1,MALAT1,miR-125b-5p
LINC01139,MIR1262,ENSG00000215808,ENSG00000221203,Musculoskeletal system disease,Bone disease,negatively-E,upregulation,lncRNA,miRNA,MIR1262,LINC01139,LINC01139,MIR1262
HOTAIR,BBC3,ENSG00000228630,ENSG00000105327,Musculoskeletal system disease,Bone disease,positively-E,upregulation,lncRNA,PCG,BBC3,HOTAIR,HOTAIR,BBC3
SNHG1,UBE2C,ENSG00000255717,ENSG00000175063,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,UBE2C,SNHG1,SNHG1,UBE2C
BACE1-AS,BACE1,ENSG00000278768,ENSG00000186318,Cancer,Liver cancer,positively-F,upregulation,lncRNA,PCG,BACE1,BACE1-AS,BACE1-AS,BACE1
IFNG-AS1,miR-627-3p,ENSG00000255733,ENSG00000207712,Cancer,Colorectal cancer,negatively-E,upregulation,lncRNA,miRNA,miR-627-3p,IFNG-AS1,IFNG-AS1,miR-627-3p
DCST1-AS1,hsa-miR-582-5p,ENSG00000232093,,Cancer,Colorectal cancer,positively-F,upregulation,lncRNA,miRNA,hsa-miR-582-5p,DCST1-AS1,DCST1-AS1,hsa-miR-582-5p
MYC,MALAT1,ENSG00000136997,ENSG00000251562,Disease by infectious agent,Covid-19,positively-E,upregulation,TF,lncRNA,MALAT1,MYC,MYC,MALAT1
LINC00160,PIK3R3,ENSG00000230978,ENSG00000117461,Cancer,Liver cancer,negatively-E,downregulation,lncRNA,PCG,PIK3R3,LINC00160,LINC00160,PIK3R3
MCM3AP-AS1,FOXA1,ENSG00000215424,ENSG00000129514,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,FOXA1,MCM3AP-AS1,MCM3AP-AS1,FOXA1
MALAT1,miR-140-5p,ENSG00000251562,ENSG00000208017,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,miR-140-5p,MALAT1,MALAT1,miR-140-5p
AK002107,TGFBR1,ENSG00000169213,ENSG00000106799,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,TGFBR1,AK002107,AK002107,TGFBR1
CASC2,miR-24,ENSG00000177640,ENSG00000288498,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,miR-24,CASC2,CASC2,miR-24
CASC2,MIR221,ENSG00000177640,ENSG00000207870,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,MIR221,CASC2,CASC2,MIR221
NORAD,MIR496,ENSG00000260032,ENSG00000207961,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,miRNA,MIR496,NORAD,NORAD,MIR496
IL21-AS1,IL2,ENSG00000227145,ENSG00000109471,Immune system disease,Lupus erythematosus,negatively-E,downregulation,lncRNA,PCG,IL2,IL21-AS1,IL21-AS1,IL2
OIP5-AS1,IL13,ENSG00000247556,ENSG00000169194,Respiratory system disease,Lung disease,positively-E,upregulation,lncRNA,PCG,IL13,OIP5-AS1,OIP5-AS1,IL13
miR-148a-3p,PVT1,ENSG00000199085,ENSG00000249859,Cancer,Breast cancer,positively-E,downregulation,miRNA,lncRNA,PVT1,miR-148a-3p,miR-148a-3p,PVT1
SNHG18,E-cadherin,ENSG00000250786,ENSG00000039068,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,CDH1,SNHG18,SNHG18,E-cadherin
SNHG18,N-cadherin,ENSG00000250786,ENSG00000170558,Cancer,Brain glioma,negatively-E,upregulation,lncRNA,PCG,CDH2,SNHG18,SNHG18,N-cadherin
SNHG18,Vimentin,ENSG00000250786,ENSG00000026025,Cancer,Brain glioma,negatively-E,upregulation,lncRNA,PCG,VIM,SNHG18,SNHG18,Vimentin
SNHG18,FOXD1,ENSG00000250786,ENSG00000251493,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,FOXD1,SNHG18,SNHG18,FOXD1
CASC9-1,miR-383-5p,ENSG00000249395,ENSG00000199127,Cancer,Cervical cancer,positively-E,upregulation,lncRNA,miRNA,miR-383-5p,CASC9-1,CASC9-1,miR-383-5p
SNHG1,hsa-miR-197-3p,ENSG00000255717,,Nervous system disease,Demyelinating disease,negatively-E,upregulation,lncRNA,miRNA,hsa-miR-197-3p,SNHG1,SNHG1,hsa-miR-197-3p
SNHG16,IL10,ENSG00000163597,ENSG00000136634,Immune system disease,Autoimmune disease of the nervous system,negatively-E,upregulation,lncRNA,PCG,IL10,SNHG16,SNHG16,IL10
CTBP1-DT,MAP3K3,ENSG00000196810,ENSG00000198909,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MAP3K3,CTBP1-DT,CTBP1-DT,MAP3K3
CDKN2B-AS1,MIR4440,ENSG00000240498,ENSG00000266109,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,miRNA,MIR4440,CDKN2B-AS1,CDKN2B-AS1,MIR4440
HOTAIRM1,IRF4,ENSG00000233429,ENSG00000137265,Respiratory system disease,Nose disease,positively-E,upregulation,lncRNA,TF,IRF4,HOTAIRM1,HOTAIRM1,IRF4
MALAT1,MDM2,ENSG00000251562,ENSG00000135679,Syndrome,Polycystic ovary syndrome,positively-E,upregulation,lncRNA,PCG,MDM2,MALAT1,MALAT1,MDM2
MALAT1,ITGA4,ENSG00000251562,ENSG00000115232,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,PCG,ITGA4,MALAT1,MALAT1,ITGA4
ATP2B1-AS1,MIR4729,ENSG00000271614,ENSG00000263857,Disease of metabolism,Diabetes mellitus,negatively-E,upregulation,lncRNA,miRNA,MIR4729,ATP2B1-AS1,ATP2B1-AS1,MIR4729
GAS5,MIR21,ENSG00000234741,ENSG00000199004,Disease by infectious agent,Viral infectious disease,negatively-E,upregulation,lncRNA,miRNA,MIR21,GAS5,GAS5,MIR21
MEG3,MIR708,ENSG00000214548,ENSG00000211997,Cancer,Colorectal cancer,negatively-E,downregulation,lncRNA,miRNA,MIR708,MEG3,MEG3,MIR708
KLF3-AS1,YBX1,ENSG00000231160,ENSG00000065978,Musculoskeletal system disease,Bone disease,negatively-E,upregulation,lncRNA,TF,YBX1,KLF3-AS1,KLF3-AS1,YBX1
MIR600HG,NEDD4L,ENSG00000236901,ENSG00000049759,Nervous system disease,Alzheimer's disease,negatively-E,upregulation,lncRNA,PCG,NEDD4L,MIR600HG,MIR600HG,NEDD4L
MIR210HG,FOXO6,ENSG00000247095,ENSG00000204060,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,TF,FOXO6,MIR210HG,MIR210HG,FOXO6
H19,DUX4,ENSG00000130600,ENSG00000260596,Musculoskeletal system disease,Facioscapulohumeral muscular dystrophy,negatively-E,upregulation,lncRNA,PCG,DUX4,H19,H19,DUX4
NORAD,miR-556-3p,ENSG00000260032,ENSG00000207729,Cancer,Liver cancer,positively-E,upregulation,lncRNA,miRNA,miR-556-3p,NORAD,NORAD,miR-556-3p
KCNQ1OT1,NLRP3,ENSG00000269821,ENSG00000162711,Other,Injury,negatively-E,upregulation,lncRNA,PCG,NLRP3,KCNQ1OT1,KCNQ1OT1,NLRP3
NRON,HIF1A,ENSG00000253079,ENSG00000100644,Cardiovascular system disease,Myocardial infarction,positively-E,upregulation,lncRNA,TF,HIF1A,NRON,NRON,HIF1A
SOD2,DE5RT,ENSG00000112096,ENSG00000164362,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,PCG,TERT,SOD2,SOD2,DE5RT
GSEC,PFKFB3,ENSG00000280832,ENSG00000170525,Disease by infectious agent,Bacterial infectious disease,positively-E,upregulation,lncRNA,PCG,PFKFB3,GSEC,GSEC,PFKFB3
MALAT1,TGFB1,ENSG00000251562,ENSG00000105329,Cancer,Ovarian cancer,negatively-E,upregulation,lncRNA,PCG,TGFB1,MALAT1,MALAT1,TGFB1
